id	en
"Michael adalah nama lelaki, tetapi ""Michelle"" adalah nama perempuan."	"Michael is a man's name, but ""Michelle"" is a woman's name."
Di cina, kami meletakkan nama keluarga kami didepan, kemudian nama kami.	In China, we put our family name first, then our name.
Saya lupa nama saudara lelakimu, siapa namanya ?	I forgot the name of your brother; what's his name?
bukan, namaku bukan Maria, Namaku Teresa	No, my name is not Maria. My name is Teresa.
Siapa nama panggilanmu ?	What is your nickname?
Apa yang salah denganmu ?	What's wrong with you?
Adakah orang yang mampir?	Did anybody come by?
Saya penasaran, apa yang akan kita lakukan saat ini di tahun depan.	I wonder what we'll be doing this time next year.
Dia selalu tersesat di mana pun dia pergi.	He gets lost wherever he goes.
Toleransi dapat menjadi hal buruk jika dimanfaatkan oleh orang jahat.	Tolerance becomes a crime when applied to evil.
Apakah kamu sendiri yang mengerjakan PR-mu?	Did you do your homework by yourself?
ini istri saya Edita.	This is my wife Edita.
ini istriku.	This is my wife.
Saya tidak yakin bagaimana cara mengucapkan kata itu	I am not sure how to pronounce the word.
Saya akan menelpon anda setiap malam.	I'll phone you every night.
Anda mungkin tidak menyukai apa yang anda dengar.	You may not like what you hear.
Ini satu-satunya harapan saya.	It's my only hope.
Pikir dulu, lalu ngomong	First think, and then speak.
Saya dengan senang hati akan membantu anda.	I will gladly help you.
Hal ini tidak akan pernah berakhir.	This is never going to end.
Saya tidak ingin membicarakannya lagi.	I do not want to talk about it anymore.
Anda berada dalam kondisi yang lebih baik daripada aku.	You're in better shape than I am.
Saya ingin pergi dengan anda.	I want to go with you.
Anda tidak perlu mengatakan apa-apa lagi.	Are we going to attack them?
Anda tidak perlu mengatakan apa-apa.	You don't have to say anything.
Apa yang membuat Anda memutuskan untuk bekerja di perusahaan kami?	What has made you decide to work for our company?
Apakah kamu tidak ingat pertanyaannya?	Don't you remember the question?
Dia mempunyai sepuluh anak.	She has ten children.
Tidak ada yang harus tahu.	Nobody must know.
Apa minuman tidak beralkohol kesukaanmu?	What's your favorite non-alcoholic beverage?
Guru baru itu ada di kelas.	The new teacher is in the class.
Nenekku meninggal dengan tenang semalam.	My grandmother passed away peacefully last night.
Apakah kamu sering menangis?	Do you cry often?
"Bukankah Anda Tn. Ogawa? ""Ya. Ada yang bisa saya bantu?"""	"Aren't you Mr. Ogawa? ""Yes, I am. Can I help you?"""
Benarkah? Mengapa?	Really? Why?
Kamu terlihat khawatir.	You look worried.
Pekerjaannya hampir selesai.	The job is almost finished.
Itu tidak adil.	That isn't fair.
Aku tidak tahu apakah besok akan hujan.	I do not know if it will rain tomorrow.
Kembali sebelum tengah malam atau kau akan terkunci di luar.	Get back before midnight or you will be locked out.
Leanne sangat suka nuget ayam.	Leanne loves chicken nuggets.
Aku perlu tahu mengapa kamu tidak datang kemarin.	I need to know why you didn't come yesterday.
Apakah kamu mengenalnya secara pribadi?	Do you know him personally?
Karena keretanya penuh, aku berdiri sepanjang jalan menuju Tokyo.	Since the train was crowded, I stood all the way to Kyoto.
Aku mau lebih banyak.	I want a lot more.
Jika Tom lebih sering tersenyum, dia mungkin akan memiliki lebih banyak teman.	If Tom would smile more often, he'd probably have more friends.
Jangan hanya makan ikan, makan daging juga.	Don't just eat fish. Eat meat, too.
Dia bermain dengan boneka.	She is playing with a doll.
Aku sudah beberapa tahun di Australia.	I've been in Australia several years.
Saya ingin Anda mempertimbangkan kembali keputusan Anda.	I want you to reconsider your decision.
Aku minta maaf.	I ask forgiveness.
Apa yang membuat ini begitu berbeda?	What makes this so different?
Apa yang dilakukan ibumu saat kamu kembali ke rumah.	What was your mother doing when you returned home?
Maaf membuatmu menunggu begitu lama.	I'm sorry I kept you waiting so long.
Ini bukan soal uang.	It's not about the money.
Itu aneh.	It's strange.
Yokhen adalah teman baikku.	Yokhen is my good friend.
Tom sakit kepala.	Tom has a headache.
Apa yang Jack bilang tentang kamu adalah sebuah kebohongan. Aku tidak mempercayainya.	What Jack told me about you is a pack of lies. I don't believe him.
Tolong berikan selembar kertas.	Please give me a sheet of paper.
Aku tidak tahu apa yang Tom katakan pada Mary.	I have no idea what Tom said to Mary.
Tom dan Mary saling berbicara.	Tom and Mary were talking to each other.
Halo! Selamat pagi!	Hello! Good morning!
Dia kaya dengan cepat.	He got rich quickly.
Ibu ingin aku kuliah di Swiss.	My mother wants me to study in Switzerland.
Dia mulai bekerja pada Pukul tujuh.	She starts her job at seven o'clock.
Tom tidak akan membiarkanmu pergi.	Tom won't let you go.
Raja itu telah menindas rakyatnya.	The king oppressed his people.
Apa danau terbesar di Jerman?	What's Germany's largest lake?
Bahasa Inggris lebih sulit bagiku daripada matematika.	English is tougher for me than math.
Mereka akan mati.	They will die.
Kamu tidak perlu datang dengan terburu-buru begitu.	You needn't have come in such a hurry.
Tom mengambil batu dan melemparkannya pada Mary.	Tom picked up a rock and threw it at Mary.
Aku dalam masalah, ya?	I'm in trouble, aren't I?
Dia tidak menjawab semua pertanyaan.	She did not answer all the questions.
Perubahan itu bagus.	Change is good.
Sup ini benar-benar lezat, ya?	This soup is really delicious, isn't it?
Kubilang tidak!	I told you no!
Anak itu bilang bahwa taksi tersebut telah lenyap di dalam kabut.	The boy said that the taxi vanished into the fog.
Uang kami habis.	We're out of money.
Sebaiknya kita di rumah dan menonton televisi.	I suggest we stay home and watch television.
Kami melihat sebuah pulau di kejauhan.	We saw an island in the distance.
Aku sering kali memikirkan ibuku yang telah meninggal.	I frequently think about my mother who passed away.
Maukah kau mengatakannya sekali lagi?	Would you say it once more?
Apa yang terjadi bukanlah kesalahan Tom.	What happened wasn't Tom's fault.
Sudah berapa kali kamu bermain tenis bersama Tom?	How many times have you played tennis with Tom?
Tom tidak haus.	Tom isn't thirsty.
Dia selalu telat ke kelas.	He's always late for class.
Apa yang akan kamu mainkan?	What are you going to play?
Tom dengan senang hati menerima hadiah dari Mary.	Tom gladly accepted Mary's gift.
Aku sudah menunggumu selama sejam.	I've been waiting for you for hours.
Tom menjadi buta.	Tom became blind.
Kita harus mulai dari sekarang.	We must start now.
Nasi biasa dimakan dengan sumpit di Jepang.	Rice is usually eaten with chopsticks in Japan.
Perang tidak bisa berlangsung lebih lama lagi.	The war could not last much longer.
Para ilmuwan memperdebatkan teorinya tentang kepunahan dinosaurus.	Scientists are debating his theory about the disappearance of the dinosaurs.
Dulu mereka suka bercanda.	They used to love jokes.
Kurasa berbahaya bagi anak-anak bermain di kolam.	I think it's dangerous for children to play in the pond.
Kamu masih muda.	You're still green.
Pernahkah kau mendengar yang seperti itu?	Have you ever heard anything like that?
Singa adalah seekor hewan.	The lion is an animal.
Apakah rumahmu jauh?	Is your home far away?
Karena aku membencimu.	Because I hate you.
Tom menuang brandy ke dalam gelas.	Tom poured brandy into the glasses.
Tom sangat suka bermain gitar.	Tom really likes playing the guitar.
Tom kehilangan semua uangnya.	Tom lost all the money he had.
Tom tidak pernah mengatakan selamat tinggal.	Tom never even said goodbye.
Tom menawarkan sebatang permen kepada Mary.	Tom offered Mary a stick of gum.
Tom mendorong kursi roda melewati lorong.	Tom pushed the wheelchair down the hall.
Saya tidak menduga hal itu dapat terjadi.	I wasn't expecting that to happen.
Tom terlihat seperti dia sedang bahagia.	Tom looked like he was happy.
Saya harus berpikir tentang apa yang harus diselesaikan.	I have to think about what needs to be done.
Mungkin kamu berusaha terlalu keras.	Perhaps you're trying too hard.
Tom kehilangan topinya.	Tom lost his hat.
Tom mengecilkan suaranya sehingga tidak ada orang yang dapat mendengarnya.	Tom lowered his voice so no one else could hear.
Aku tahu kalau kamu yang telah melakukannya.	I know it was you who did it.
Tom tahu jika dia sedang diikuti.	Tom knew he was being followed.
Tom secara jelas mendapatkan apa yang seharusnya dia dapat.	Tom obviously got what he came for.
Tom bermain kasti dengan teman-temannya setelah selesai sekolah.	Tom played baseball after school with his friends.
Tom memetik banyak bunga.	Tom picked a lot of flowers.
Tom adalah orang yang menanam mawar di kebun kita.	Tom was the one who planted the roses in our garden.
Matematika ditulis untuk matematikawan.	Mathematics is written for mathematicians.
Tom sangat membutuhkan bantuan.	Tom needs all the help he can get.
Tom nampak seperti telah melihat setan.	Tom looks like he's seen a ghost.
Tom perlu menaruh barangnya di suatu tempat, jadi saya menyuruhnya untuk menaruh barangnya di garasi kita.	Tom needed to store his stuff somewhere, so I told him he could put it in our garage.
Tom nampak seperti telah kehilangan teman baiknya.	Tom looks as if he lost his best friend.
Tom sangat merindukan keluarganya.	Tom really misses his family.
Tom merindukan keluarganya.	Tom misses his family.
Tom mungkin tidak akan pernah menjadi terkenal.	Tom probably won't become famous.
Tom menyukai sains fiksi.	Tom loves science fiction.
Tom menyukai sains fiksi.	Tom likes science fiction.
Tom melanjutkan menyapu lantai.	Tom resumed sweeping the floor.
Tom menunjuk lantai.	Tom pointed to the floor.
Tom perlu menurunkan ekspektasinya.	Tom needs to lower his expectations.
Tom melihat indikator bahan bakar.	Tom looked at the fuel gauge.
Apakah sensitivitas tinggi itu?	What is high sensitivity?
Tom nampak seperti telah melihat hantu.	Tom looks as though he's seen a ghost.
Tom mengasuh tiga anak sendirian.	Tom raised the three children by himself.
Tom menyiapkan makan malan sendiri.	Tom prepared supper by himself.
Tom suka berkeliling sendiri.	Tom likes to travel by himself.
Tom tidak berusaha melindungi dirinya sendiri.	Tom made no attempt to defend himself.
Tom tidak perlu pergi ke sana sendirian.	Tom doesn't need to go there by himself.
Tom menyiramkan air dingin ke dirinya sendiri.	Tom poured cold water over himself.
Tom menikahi perempuan yang lebih mudah dari dirinya.	Tom married a girl much younger than himself.
Tom mengambil tas milik John dan menyerahkannya kepada John.	Tom picked up John's briefcase and handed it to him.
Tom menunjuk kursi disebelahnya.	Tom pointed to the chair next to his.
Tom hampir kena pukul.	Tom narrowly escaped being hit.
Tom mencucukkan pensilnya kedalam lubang.	Tom poked his pencil through the hole.
Tom berlatih setiap hari di rumah.	Tom practiced every day at home.
Aku akan di rumah.	I'll be at home.
Tom menawarkan Mary untuk mengantarkannya pulang.	Tom has offered to walk Mary home.
Tom tidak pernah meninggalkan rumah.	Tom never left the house.
Tom tidak pernah sekalipun meninggalkan rumah.	Tom never even left the house.
Tom tahu Mary sedang lapar.	Tom knew Mary was hungry.
Saya mendorong Tom kedalam air.	I pushed Tom into the water.
Saya mendorong Mary kedalam air.	I pushed Mary into the water.
Tom tidak menyukai ide tersebut.	Tom doesn't like the idea.
Tom bertindak seolah-olah acuh.	Tom pretended to be ignorant.
Tom mengangkat kotak dan melihat isinya.	Tom picked the box up and looked inside.
Apakah kamu menyukai kaus oblong saya?	Do you like my T-shirt?
Dia mencoba mendorong saya kedalam air.	He tried to push me into the water.
Tom mencoba mendorong Mary kedalam air.	Tom tried to push Mary into the water.
Mengapa kamu tertarik kepada saya?	Why are you interested in me?
Mengapa kamu mau melakukannya?	Why would you want to do that?
Ini akan menjadi mudah setelah kamu tahu caranya.	It's easy enough once you figure out the trick.
Ini adalah manna dari surga.	It's manna from heaven.
Tom pasti telah bekerja sangat keras.	Tom must've worked very hard.
Tom menuangkan air dingin ke kepalanya.	Tom poured cold water over his head.
Bukankah Tom terlihat lelah?	Tom looks tired, doesn't he?
Bukankah Tom terlihat sibuk?	Tom looks busy, doesn't he?
Dia mengajak Tom pergi memancing.	He took Tom on a fishing trip.
Saya rasa kamu harus berbicara dengan Tom tentang hal ini.	I think you should talk to Tom about this.
Saya mengerti dua bahasa asing.	I speak two foreign languages.
Di hadapan hukum kita semua sejajar, tetapi orang kaya terkadang memiliki keuntungan lebih.	We are all equal before the law, but the rich often have a big advantage.
Dia terkenal dikalangan wanita kerena dia pemain sepakbola.	He was popular with girls because he was on the football team.
Mary pergi ke salon.	Mary went to the beauty salon.
Tom mungkin berpikir bahwa aku tidak menyukainya.	Tom might think I don't like him.
Dia melihat kapal di kejauhan.	He spotted a ship in the distance.
Tom berjanji menyimpannya untuk dirinya sendiri.	Tom promised to keep it to himself.
Dia memiliki banyak untang.	He has a lot of debts.
Tom membuat saya menunggu selama tiga jam.	Tom made me wait for three hours.
Tom tinggal sendiri di rumah yang besar	Tom lives alone in a large house.
Kita tidak sampai harus menjual rumah kita.	We don't really have to sell our house.
Jaket ini sedikit pendek. Dapatkah kamu memanjangkannya?	The coat is a bit too short. Can you lengthen it?
Tom menyadari dirinya sedang dihiraukan.	Tom realizes he's being ignored.
Tom mungkin sedang sakit berat.	Tom might be seriously ill.
Ayo masuk kedalam kembali.	Let's get back inside.
Tom mungkin tidak sibuk, tetapi Mary mungkin.	Tom may not be busy, but Mary is.
"Mengapa kamu sangat tertarik dengan Negara Jerman? ""Aku tidak tahu."""	"Why are you so interested in Germany? ""I don't know."""
Tom berjanji padaku bahwa dia akan melakukannya.	Tom promised me he'd do it.
Mungkin seseorang membuat Tom melakukan hal itu.	Maybe someone made Tom do it.
Tom mengambil pisau dan memeriksanya.	Tom picked up the knife and examined it.
Tom mengambil intan dan mengamatinya.	Tom picked the diamond up and looked at it.
